카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
KB국민 티머니 노리 학생증체크카드(퍼플),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/1610/card_img/22594/1610card.png,200000,국내전용 [없음],체크,"{'통신': '이동통신요금 2,500원 환급할인(월 1회, 5만원 이상 이체 시) 제공.', '마트/편의점': 'GS25에서 5% 환급할인, 건당 1만원~2만원 이용 시 최대 1,000원 할인.', '카페/디저트': '스타벅스에서 20% 환급할인, 1회 최대 4,000원 할인 적용.', 'OTT/영화/문화': 'CGV 영화 35% 환급할인, 1회 최대 7,000원 할인.', '기타 혜택(유의사항 등)': 'KB국민 티머니 체크카드는 패밀리레스토랑 20% 환급, 테마파크 50% 환급, 금융수수료 면제, 도서 5% 환급 혜택을 제공합니다.'}"
L.PAY 하나 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1523/card_img/20209/1523card.png,0,해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': 'L.POINT 적립: L.PAY 결제 시 2.0%, 롯데가맹점 0.5%, 기타 국내 전 가맹점 0.1% 적립, 월 최대 적립 한도는 이용금액에 따라 다름.'}"
L.pay 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/645/card_img/21409/645card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '후불교통 및 택시, 롯데 더드림영역 이용금액 0.5% 포인트 적립.', '간편결제': 'L.pay 결제 시 온라인에서 최대 3%, 오프라인에서 최대 1% 포인트 적립.', '기타 혜택(유의사항 등)': '국내/해외 이용금액 0.1% 포인트 적립, 전월 이용조건 및 월 적립한도 없음.'}"
KT 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/301/card_img/20524/301card.png,300000,국내전용 [없음],체크,"{'마트/편의점': 'GS25에서 전월 30만원 이상 이용 시 5% 캐시백, 월 최대 2천원 한도.', 'OTT/영화/문화': 'CGV에서 전월 30만원 이상 이용 시 10% 캐시백, 월 최대 2천원.', '기타 혜택(유의사항 등)': 'KT 통신요금 자동납부 시 전월 이용금액에 따라 최대 5천원 캐시백 제공.'}"
LG트윈스 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2954/card_img/47576/2954card_1.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'마트/편의점': '편의점 이용 시 최대 5% 적립, 전월 30만원 이상 이용 시 차등 적용.', '기타 혜택(유의사항 등)': 'LG트윈스 홈경기 입장권 3천원 할인, 용품 구매 시 최대 10% 적립, 배달앱 이용 시 최대 5% 적립 혜택 제공.'}"
E1 LPG 롯데 체크카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/1932/card_img/22066/1932card.jpg,200000,국내전용 [없음],체크,"{'쇼핑': '롯데백화점 5% 할인 e-쿠폰, 롯데ON 5% 할인 및 무이자 할부, 롯데마트/슈퍼 2~3개월 무이자 할부, 토이저러스 2~3개월 무이자 할부, 소액무서명 결제 서비스 제공.', '푸드': '- 보네스뻬/보네스뻬브레드 10% 할인, T.G.I.F 상시 10% 할인(주류 제외), 롯데리아/엔제리너스커피/나뚜루 1,000원당 50원 할인.', 'OTT/영화/문화': '롯데시네마 관람료 1,500원 청구할인 (전월 이용실적 20만원 이상 시, 1일 1회, 월 5회, 연 12회 한정).', '기타 혜택(유의사항 등)': 'E1 LPG 충전소에서 리터당 47 오렌지포인트 적립, 정비 서비스 및 다양한 제휴 할인 혜택 제공.'}"
국민행복 체크카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2192/card_img/21806/2192card.png,300000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': '국민행복 카드 혜택: 의료 3% 캐시백, 온라인쇼핑 3% 캐시백, 외식/커피 10% 및 5% 캐시백, 이동통신 1,000원 캐시백, 대중교통 3% 및 5% 캐시백, 키즈 3% 캐시백.'}"
LIKIT on 체크카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/757/card_img/22231/757card.png,300000,국내전용 [없음],체크,"{'쇼핑': '온라인쇼핑 3% 캐시백(한도 3천원/4천원) 및 소셜커머스·오픈마켓 5% 캐시백(한도 2천원/4천원) 제공.', '기타 혜택(유의사항 등)': 'LIKIT on 체크카드 사용 시 온라인 및 소셜커머스·오픈마켓에서 캐시백 혜택 제공.'}"
KB국민 티머니노리학생증 체크카드(그린_세로형),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/1617/card_img/22579/1617card.png,0,국내전용 없음,체크,"{'통신': '이동통신요금 2,500원 환급할인(월 1회, 5만원 이상 이체 시) 제공.', '마트/편의점': 'GS25에서 5% 환급할인, 건당 1만원~2만원 이용 시 최대 1,000원 할인.', '카페/디저트': '스타벅스에서 20% 환급할인, 1회 최대 4,000원 할인 적용.', 'OTT/영화/문화': 'CGV에서 영화 관람 시 35% 환급할인(최대 7,000원) 제공.', '기타 혜택(유의사항 등)': '- 패밀리레스토랑: 아웃백, VIPS 20% 환급할인 (최대 10,000원)\n- 테마파크: 에버랜드·롯데월드 50% 환급할인 (최대 25,000원)\n- 금융: 인터넷·모바일 타행이체 수수료 면제 (70만원 이상 이용 시)\n- 도서: 교보문고 5% 환급할인 (최대 2,500원)'}"
넥슨 현대카드Check,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2390/card_img/25822/2390card.png,0,"국내전용 [2,000]원",체크,{'기타 혜택(유의사항 등)': '모든 가맹점에서 월 50만원 한도까지 실적 조건 없이 0.5% 넥슨 현대카드 포인트 적립.'}
KB국민 티머니노리학생증 체크카드(블루),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/1619/card_img/22577/1619card.png,0,국내전용 없음,체크,"{'통신': '이동통신요금 2,500원 환급할인(월 1회, 전월 이용실적 30만원 이상 시).', '마트/편의점': 'GS25에서 5% 환급할인, 건당 1만원~2만원 이용 시 최대 1,000원 할인.', '카페/디저트': '스타벅스에서 20% 환급할인, 1회 최대 4,000원 할인 적용.', 'OTT/영화/문화': 'CGV에서 영화 관람 시 35% 환급할인(최대 7,000원) 제공.', '기타 혜택(유의사항 등)': '- 패밀리레스토랑: 아웃백, VIPS 20% 환급할인 (최대 10,000원)\n- 테마파크: 에버랜드·롯데월드 50% 환급할인 (최대 25,000원)\n- 금융: 인터넷·모바일 타행이체 수수료 면제 (70만원 이상 이용 시)\n- 도서: 교보문고 5% 환급할인 (최대 2,500원)'}"
넥슨 메이플스토리 하나BC 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1285/card_img/21021/1285card.png,200000,해외겸용 [없음],체크,"{'교통': '대중교통과 택시 이용 시 각각 5% 캐쉬백 제공.', '기타 혜택(유의사항 등)': '넥슨캐시/세라 온라인 충전 시 15% 캐쉬백(월 3회 한도), 11번가, 옥션, G마켓 5% 캐쉬백(3만원 이상), 스타벅스, 이디야커피, CU, GS25, 다이소 5% 캐쉬백(1만원 이상).'}"
LIKIT fun 체크카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/755/card_img/22229/755card.png,300000,국내전용 [없음],체크,"{'통신': 'SKT, KT, LG U+에서 1회당 2천원 캐시백 제공, 지난달 이용실적 30만원 이상 시 최대 1회.', '마트/편의점': '세븐일레븐, GS25, CU에서 지난달 이용실적에 따라 최대 3회 1천원 캐시백 제공.', '카페/디저트': '스타벅스와 엔제리너스에서 1천원 캐시백, 최대 9회 제공.', 'OTT/영화/문화': '롯데시네마와 CGV에서 지난달 이용실적에 따라 최대 3회, 회당 2천원 캐시백 제공.', '기타 혜택(유의사항 등)': 'LIKIT fun 체크카드 사용 시 특정 실적에 따라 커피, 영화, 편의점, 이동통신 등에서 캐시백 혜택 제공.'}"
럭키 유카드,코나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2312/card_img/23718/2312card.png,0,국내전용 [없음],체크,"{'마트/편의점': 'GS25, 세븐일레븐에서 10% 캐시백 제공 (당월 20만원 이상 충전 또는 전월 20만원 이상 결제 시).', '카페/디저트': '커피빈 15% 할인 제공.', '기타 혜택(유의사항 등)': '1만원 이상 결제 시 4개 행운번호 럭키권 발급, 단골 매장 등록 시 3곳에서 3% 캐시백 제공.'}"
다날-유니온페이 모바일카드,다날,https://d1c5n4ri2guedi.cloudfront.net/card/2319/card_img/23847/2319card.png,0,해외겸용 [없음],체크,"{'공과금/렌탈': '공과금 및 렌탈 결제 시 30% 소득공제 혜택 제공.', '해외': '해외 179개국 UNION PAY 가맹점 이용 가능, 중국은 바코드 결제만 지원.', '기타 혜택(유의사항 등)': '페이코인 가입자만 발급 가능하며, 유니온페이 결제가 가능한 국가에서 사용 가능합니다.'}"
국민행복체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/1324/card_img/20857/1324card.png,0,"국내전용 [1,000]원",체크,"{'통신': 'SKT, KT, LG 이동통신요금 자동이체 시 월 1회 1천원 청구 할인.', '쇼핑': '주요 온라인 쇼핑몰에서 월 2회 3만원 이상 구매 시 3% 청구 할인 제공.', '카페/디저트': '주요 커피 전문점(스타벅스, 커피빈, 카페베네)에서 월 4회 1만원 이상 결제 시 10% 청구 할인 제공.', '병원/약국': '병원 업종에서 월 2회 최대 1만 5천원까지 3% 할인 제공.', '기타 혜택(유의사항 등)': '국민행복 카드로 임신·출산 진료비, 보육료, 기저귀 및 조제분유, 여성청소년 위생용품 등을 지원받을 수 있습니다.'}"
럭키 더블카드,코나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2311/card_img/23717/2311card.png,200000,국내전용 [없음],체크,"{'마트/편의점': 'GS25, 세븐일레븐에서 당월 20만원 이상 충전 또는 전월 20만원 이상 결제 시 10% 캐시백 제공.', '카페/디저트': '커피빈 15% 할인 제공.', '기타 혜택(유의사항 등)': '1만원 이상 결제 시 럭키권 2장 발급, 단골 매장 등록 시 3% 캐시백 제공.'}"
신한카드 SOL글로벌U 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2921/card_img/45411/2921card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '대중교통과 이동통신요금 10% 캐시백, 커피/편의점 및 배달앱 10% 캐시백 제공.'}"
누리체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/338/card_img/20583/338card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '대중교통 및 택시 이용 시 0.2% 추가 환급 할인 제공.', '통신': '이동통신요금 자동납부 등록 시 0.2% 추가 환급할인 제공.', '푸드': '음식점과 커피전문점에서 0.2% 추가 환급할인 제공.', '해외': '해외 이용 시 1% 할인 캐시백 제공.', '기타 혜택(유의사항 등)': '모든 가맹점에서 기본 0.2% 환급할인과 주말·공휴일 추가 0.2% 환급할인을 제공하며, 전월 이용실적 30만원 이상 시 적용됩니다.'}"
삼성빅보너스체크카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/1623/card_img/22573/1623card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'주유': 'S-OIL 주유소에서 주유 시 리터당 40 보너스포인트 적립, 일 2회, 회당 10만원, 월 40만원까지 적용.', '기타 혜택(유의사항 등)': '모든 제휴점에서 0.5% 빅포인트 적립, 프로스포츠 경기 할인 혜택 제공.'}"
내가그린카드,SBI저축은행,https://d1c5n4ri2guedi.cloudfront.net/card/1985/card_img/22013/1985card.png,200000,국내전용 [없음],체크,"{'통신': '이동통신 요금 5만원 이상 결제 시 월 1회 2천원 할인, 전월 이용실적에 따라 통합할인한도 최대 2만원 제공.', '쇼핑': 'G마켓, 옥션, 11번가에서 5% 할인, 통합 월 2회 최대 5천원 할인 (전월 이용실적에 따라 최대 2만원까지 가능).', '카페/디저트': '스타벅스, 커피빈, 카페베네, 아티제에서 월 2회 10% 할인, 전월 이용실적에 따라 최대 20,000원까지 통합할인한도 제공.', 'OTT/영화/문화': 'CGV, 메가박스에서 월 1회 3천원 할인(연 6회), 전월 이용실적에 따라 통합할인한도 최대 2만원 제공.', '기타 혜택(유의사항 등)': '- 소셜커머스: 티몬, 위메프, 쿠팡 5% 할인, 월 2회 최대 5천원.\n- 점심: 일반·휴게음식 업종 5% 할인, 월 4회 최대 5천원.\n- 공연/전시: 인터파크, YES24 3천원 할인, 월 1회 연 6회, 1회 1만원 이상 결제 시.\n- 도서: 교보문고 등 5% 할인, 1일 1회 연 6회, 1회 3만원 이상 결제 시.\n- 은행사: 인터넷/모바일/폰뱅킹 이체수수료 무제한 면제, CD/ATM 현금출금 수수료 월 5회 면제.'}"
신한카드 봄 체크(도구리),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2597/card_img/31066/2597card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '버스/지하철 후불교통 이용 시 전월 이용금액에 따라 일일 캐시백 제공.', '기타 혜택(유의사항 등)': '국내외 이용금액에 따라 최대 0.3% 캐시백 제공, 분기 및 연 이용금액 충족 시 추가 캐시백 가능.'}"
몰테일 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/311/card_img/20556/311card.png,0,해외겸용 [없음],체크,"{'마트/편의점': 'CU에서 9% 캐시백 제공, 일 1회, 월 4회, 1회 이용금액 1만원 이상 시 최대 2천원 캐시백.', '카페/디저트': '스타벅스에서 1회 이용금액 1만원 이상 시 최대 2천원 캐시백, 일 1회, 월 4회 제공.', '해외': '몰테일 배송비 결제 시 3천원 캐시백(월 2회, 1만원 이상, USD 결제 시) 및 테일리스트, 비타트라 5% 즉시 할인(최대 US $2, 월 2회) 제공; 해외 전 가맹점 이용액 1.2% 캐시백.', '기타 혜택(유의사항 등)': '해외 인출 시 1건당 US $3 캐시백(일 1회, 월 1만원 한도) 및 쿠팡, 티몬에서 9% 캐시백(일 1회, 월 4회, 1회 최대 2천원) 제공.'}"
신한카드 봄(체크),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2512/card_img/28737/2512card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '버스/지하철 후불교통 이용 시 전월 이용금액에 따라 일 100원 또는 200원 캐시백 제공.', '기타 혜택(유의사항 등)': '국내외 이용금액에 따라 최대 0.3% 캐시백 제공, 분기 및 연 이용금액 충족 시 추가 캐시백 가능.'}"
메가쇼핑체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/1392/card_img/20750/1392card.png,200000,국내전용 [없음],체크,"{'주유': '전국 모든 주유소 이용금액의 1.2% 캐쉬백 할인(건당 10만원 이하, 일2회, 월4회 제공).', '마트/편의점': '메가마트 이용 시 전월 실적에 따라 3~7% 캐쉬백 할인과 메가포인트 적립 제공.', '쇼핑': '인터넷, 소셜커머스, 홈쇼핑에서 5% 캐쉬백 할인 (건당 3만원 이상, 월 2회 한정).', '카페/디저트': '스타벅스, 까페베네, 엔제리너스, 맥도날드에서 5천원 이상 이용 시 5% 캐쉬백 할인 (1회 2천원, 월2회, 연12회).', 'OTT/영화/문화': '전국 모든 영화관 인터넷 예매 시 2천원 캐쉬백 할인(월 1회, 연 6회, 건당 1만원 이상).', '기타 혜택(유의사항 등)': '농심계열사 할인, 허심청 할인, 그린서비스 포인트 적립 제공.'}"
유안타 CMA+ 체크카드,유안타증권,https://d1c5n4ri2guedi.cloudfront.net/card/2193/card_img/21807/2193card.png,100000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': '당월 사용금액에 따라 10만원 이상 30만원 미만은 연 3%, 30만원 이상은 연 5% 캐시백 제공.'}"
어디로든 그린체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/2621/card_img/31491/2621card.png,300000,국내전용 [없음],체크,"{'카페/디저트': '커피전문점에서 스타벅스, 폴바셋, 이디야 이용 시 5% 적립.', '기타 혜택(유의사항 등)': '친환경 자동차 충전 최대 20% 적립, 공유 모빌리티 5% 적립, 국내 가맹점 0.1% 적립.'}"
유안타 Daily+ 체크카드,유안타증권,https://d1c5n4ri2guedi.cloudfront.net/card/2194/card_img/21808/2194card.png,300000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': '대형마트, 편의점, 의료, 커피, 트렌디샵, 택시에서 월 1회 일정 금액 이상 결제 시 할인 혜택 제공.'}"
